,author,author_link,text,date,likes,comments,shares,theme
10,Berita Valas,https://www.linkedin.com/in/berita-valas-76869223a?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADuLksABildpa_YgFlDH29nG4rLMd-vP7Ns,Merambah ASIA ! Kasus Lead Capital Global Ltd Rebate Broker Forex TRADE.comhttps://lnkd.in/dSFPdwUwhashtag#affiliate hashtag#asia hashtag#indonesia hashtag#taiwan hashtag#victims hashtag#korban hashtag#rabat hashtag#rebate hashtag#ib hashtag#IntroducingBroker hashtag#afiliasi hashtag#afiliator hashtag#investigasi hashtag#ilegal hashtag#illegal hashtag#kriminal hashtag#platform hashtag#keuangan hashtag#pedagang hashtag#perdagangan hashtag#trader hashtag#trading hashtag#daring hashtag#online hashtag#onlinetrading hashtag#tradingonline hashtag#investasi hashtag#investment hashtag#uang hashtag#money hashtag#dana hashtag#fund hashtag#keuangan hashtag#finance hashtag#financial hashtag#crypto hashtag#cryptocurrency hashtag#kripto hashtag#token hashtag#valas hashtag#valutaasing hashtag#fx hashtag#forex hashtag#forextrading hashtag#tradingforex hashtag#cfd hashtag#futures hashtag#saham hashtag#broker hashtag#forexbroker hashtag#brokerforex hashtag#pialang hashtag#berjangka hashtag#pialangberjangka hashtag#propfirm hashtag#proptrading hashtag#copytrade hashtag#copytrading hashtag#peringatan hashtag#bahaya hashtag#penipuan hashtag#penipu hashtag#palsu hashtag#scam hashtag#fraud hashtag#fake hashtag#investasi hashtag#investasibodong hashtag#alert hashtag#warning hashtag#blacklist hashtag#daftarhitam hashtag#cekal,2025-04-25 11:17:51,0,0,0,finance
11,Rahoituksen ja taloushallinnon ammattilaiset,https://www.linkedin.com/showcase/rahoituksen-ja-taloushallinnon-ammattilaiset/posts,"SAP Finance specialist, Telia Finland, Helsinki hashtag#rahoitus hashtag#taloushallinto hashtag#rekry",2025-04-25 07:17:51,0,0,0,finance
12,Ronnie Fearn,https://www.linkedin.com/in/ronnie-fearn-9040854?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAC47tQBPyvXgI657WFNzeS10FOsrHEsm9s,"FINANCE AND PROJECTS LAWYER – 5 YEARS + EXPERIENCE – ROLE WITH LEADING COMMERCIAL LAW FIRM – LAGOS, NIGERIA – TO APPLY SEND CV TO – r.fearn@camcoleinternational.com",2025-04-25 08:17:51,0,0,0,finance
13,AGROSERV Industrie Officiel,https://www.linkedin.com/company/agroserv-industrie/posts,QUI SOMMES NOUS?AGROSERV Industrie OfficielSiaka SANON. Tabitha OUATTARA IFC - International Finance Corporation. Investisseurs & Partenaires - I&P. Basile Kiswendsida NIAMBAKOUDOUGOU. SGS.,2025-04-25 12:03:51,1,0,0,finance
14,Jaringkerja - Jaringan Lowongan Kerja Indonesia,https://www.linkedin.com/company/jaringkerja/posts,Lowongan PT Indomarco Adi Prima (Indofood Group)Lowongan Tersedia: • Management Trainee - Sales Operation• Management Trainee - Office/Finance • Management Trainee - LogisticSelengkapnya lihat : jaringkerja.com atau Klik link di https://lnkd.in/dXAgZGTV hashtag#jaringkerja hashtag#loker2025 hashtag#lowonganindonesia hashtag#infoloker hashtag#graduateprogram hashtag#managementtrainee hashtag#mt2025 hashtag#freshgraduateprogram hashtag#lokermt hashtag#infomt hashtag#lokerfg hashtag#freshgraduatejobs,2025-04-25 06:17:51,3,0,0,finance
15,Globoloco Finance,https://www.linkedin.com/in/globoloco-finance?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAD5L8JEBreYi3EhjXctK-QJZWwXk-DaSW9E,HOW MUCH DO YOU NEED TO GET STARTED ON YOUR NEXT DEVELOPMENT?,2025-04-25 09:17:51,0,0,0,finance
16,Mohammed NACIR,https://www.linkedin.com/in/mohammed-nacir-1166ba3a?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAhKZyIBitmv0W3jgRL9rd44AD2bZe6EZrI,hashtag#FormationFinance hashtag#GestionDesRisques hashtag#AnalyseFinancière hashtag#StratégieFinancière hashtag#HedgingRisqueDeChange hashtag#RisqueDeCrédit hashtag#FinanceEntreprise hashtag#ComplianceEtRéglementation hashtag#OptimisationDesCoûts hashtag#AutomatisationRPA hashtag#FormationsParCoachConsultingAcademy hashtag#InnovationEnEntreprise hashtag#LeadershipInspirant hashtag#FormationMaroc hashtag#FormationAfrique hashtag#CarrièreEtDéveloppement hashtag#Compétences hashtag#Employabilité hashtag#FormationContinuer hashtag#formateurs hashtag#formationcontinue hashtag#formationprofessionnelle hashtag#formations hashtag#financement hashtag#formation hashtag#finance hashtag#financeautomation hashtag#controldegestion,2025-04-25 11:17:51,1,0,0,finance
17,Julien Parnet-Buthmann,https://www.linkedin.com/in/parnetbuthmann?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAA6yhLYBvLlbSESqGnLfVAuerWX9ISv21x4,"🔔 Stages du jour en France 🇫🇷:🇫🇷 Lille - Caisse d'Epargne Hauts de France - Chargé d’investissement junior Private Equity & Mezzanine – Growth & LBO: https://lnkd.in/eZMtH-7f🇫🇷 Lille - Lesaffre - Strategy and M&A Analyst: https://lnkd.in/ejM4A77F🇫🇷 Nantes - Arkéa Capital - Analyste en Capital investissement: https://lnkd.in/e8Tb2RXj-------------------- 🇫🇷 Paris 🇫🇷 -------------------Allianz Global Investors - Infrastructure Private Debt: https://lnkd.in/ew7v2r5uAxeleo Capital (AXC) - CEO Office: https://lnkd.in/euKz-Bf3Bpifrance- Analyste green venture: https://lnkd.in/enb5yuya- Analyste risques opérationnels: https://lnkd.in/e3kfQK5B- Conseil en stratégie PME:https://lnkd.in/etKAWnDjhttps://lnkd.in/eeJ3hdmHhttps://lnkd.in/eqmfNzrKCaisse de dépôt et placement du Québec (CDPQ) - Infrastructure Private Equity: https://lnkd.in/eqvG-kwYExane Asset Management - Analyste Buy-Side Long/Short Equity: https://lnkd.in/eUDEHj4VFinance Plus - Consultant Analyste M&A et Stratégie: https://lnkd.in/eHavtQp4MUFG - Global Market, FX Sales Desk (July): https://lnkd.in/e2XTaU9FNatixis Corporate & Investment Banking- Assistant Banquier Conseil: https://lnkd.in/eDRmA5Rx- Market and Counterparty Risk Static Data: https://lnkd.in/eNQcBjfnNatixis Investment Managers - Analyste ESG: https://lnkd.in/e7FxPKY3VEGA Investment Solutions - Analyste Quantitatif - Multi Actifs Privés: https://lnkd.in/et9XHu-sSociete Generale Corporate and Investment Banking - SGCIB- Analyste risque de contrepartie: https://lnkd.in/ep5DVfeF- Analyste Coverage Institutions Financières:https://lnkd.in/e6PX-piAhttps://lnkd.in/eeN_tBE2- Analyste risque de contrepartie:https://lnkd.in/ep5DVfeFhttps://lnkd.in/egguKZnE- Analyste risques suivi d'activité de marché: https://lnkd.in/ef2_dcmb- Assistant Sales FX / E-FX:https://lnkd.in/ez9MKXN9https://lnkd.in/ezyeSPRM- Assistant sales FX/EM: https://lnkd.in/eETzaEvM- Aviation Advisory Intern: https://lnkd.in/eUwH3U_T- Chargé Financement d'Infrastructures:https://lnkd.in/eNqxHZFchttps://lnkd.in/eYycwJVK👉 Active la cloche en haut à droite de mon profil pour recevoir toutes les notifications.⚠️ Consider French language requirements and visa regulations.hashtag#capitalinvestissement hashtag#privateequity hashtag#corporatefinance hashtag#assetmanagement hashtag#investmentbanking hashtag#finance",2025-04-25 08:17:51,8,3,0,finance
18,Adrienne Horel-Pagès,https://www.linkedin.com/in/adrienne-horel-pag%C3%A8s-0b217b8?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAFyzcYB0hxfOWDGjMrbOU8JzlieBjKJgeA,"Après 4 années magnifiques en tant que Directrice de l’engagement citoyen de La Banque Postale, l’heure est venue pour moi de débuter une nouvelle aventure en rejoignant notre filiale Louvre Banque Privée comme membre du Directoire en charge du développement.En 2021, autour de cette direction nouvellement créée, nous avions l’ambition de mettre notre raison d’être au cœur de notre stratégie, pour que La Banque Postale œuvre à la transition juste pour ses clients, ses collaborateurs et l’ensemble de ses parties prenantes. Quatre ans après, je suis fière d’avoir contribué à faire de La Banque Postale un leader dans le domaine de la finance durable. Cela a été rendu possible grâce à : 1️⃣L’entreprise à mission qui, depuis 2022, est un véritable outil de transformation pour la banque. Merci à Natacha Valla pour son leadership exceptionnel et à l’ensemble du comité de mission pour leur vision et leurs contributions !2️⃣Des travaux pionniers : de l’engagement à cesser de financer les entreprises développant de nouvelles activités pétrolières et gazières à notre premier rapport Climat & Nature Taskforce on Nature-related Financial Disclosures (TNFD), en passant par la validation de nos trajectoires de décarbonation par la Science Based Targets initiative 3️⃣De l'innovation financière pour répondre aux besoins de nos clients : notre crédit immobilier à impact favorise la rénovation énergétique des logements4️⃣Enfin et surtout, l’équipe en or de la direction de l’engagement citoyen, dont l’engagement quotidien, la compétence et le sens du collectif nous ont permis de soulever des montagnes et de rendre plus concrète chaque jour notre promesse de transition juste. Encore bravo et merci à tous ! Anne-Sophie LAJEUNESSE Skender Sahiti-Manzoni Pierre-Alix Binet Stéphanie Martin Rozenn Le Sommer Charles-Edouard Jean Mouna Aoun Tess RODRIGUEZ VIEIRA Au-delà de ces réalisations, je retiens de ces quatre années la richesse humaine et intellectuelle d’un groupe dont l’ADN citoyen se ressent chaque jour. Je voudrais remercier chaleureusement Philippe Wahl et Stéphane Dedeyan qui m’ont fait confiance et m’ont offert cette opportunité de participer au pilotage et à la transformation d’une banque si particulière aux côtés d’un COMEX fantastique Perrine Kaltwasser Sophie Renaudie Sandrine PIERROT Cécile Riffard-Bredillot Céline BARRE SERGE BAYARD Sarah Bouquerel Thomas Guittet Zakaria Moursli Emmanuelle Mourey Guillaume de Roucy Marie-Aude Thépaut Les défis restent nombreux, mais j’ai pleine confiance dans notre groupe La Banque Postale et en toutes ses équipes pour rester pionnière et explorer de nouveaux terrains sur la finance durable. Pour ma part, je suis ravie de poursuivre mon aventure au sein de ce groupe à l’ADN si particulier et, de là où je serai, je continuerai à contribuer à sa transformation et à sa mission. C’est un nouveau chapitre enthousiasmant qui s’ouvre, à très bientôt !",2025-04-25 09:17:51,292,19,1,finance
19,Guillaume Fourdinier,https://www.linkedin.com/in/guillaume-fourdinier-b24a8515?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAMvOAwBmSqI5fGpuJgTufmk_aVQdYM1WwU,"Anne-Sophie, Jérome, et leur équipe sont incroyables.Ils réinventent la philanthropie.Je vous raconte :🧐 Le constat est simpleD'un côté la richesse des milliardaires a pris 2000 milliards de dollars en 2024. Les écarts de richesse sont énormes.D'un autre côté 90% des assos galèrent à se financer.Pour beaucoup la philanthropie c'est l'image d’un dîner Ferrero rochers. Robes à paillettes, smokings et champagne.Et si on rendait la philanthropie sexy ?📖 L’histoire de RAISE Sherpas est juste folleTout commence en 2012, à un déjeuner entre Clara Gaymard et Gonzague de Blignières.Ils lisent la une de Libé : “Jeunes de France, barrez-vous.”Et ils décident de se bouger pour redonner envie à la jeunesse d'agir.Ils commencent à investir dans de belles entreprises Françaises.Et leur équipe s’engage dès le départ à donner 50% de la plus-value qu’ils toucheront si un investissement réussit.12 ans plus tard, ils gèrent 2 milliards d'euros, et ont contribué à redistribuer plus de 60 millions d’euros à des centaines de projets.Leur fonds de dotation s'appelle RAISE Sherpas.Et ils innovent comme jamais dans la philanthropie.2 exemples sont juste géniaux : 🙏 En 2022, ils lancent RAISE Phiture.Un fonds d’investissement qui agit comme un investisseur classique…Mais qui reverse 100% de ses plus-values à des assos.Donc tu crées une startup, tu lèves des fonds, RAISE Phiture investit.Tu finis par vendre ta boîte.Et bam ta réussite finance massivement une asso.Simple. Et génial.🙏 🙏 Deuxième exemple lancé en 2023, un accélérateur d'associations.Pourquoi les assos seraient toujours la dernière roue du carrosse ? Leur impact n’est pas assez mis en avant. Pas de recherche de profit, et une mission l’intérêt général. Et pourtant, elles n’ont pas accès aux mêmes ressources que les entreprises.Elles passent 10 à 40 % de leur temps à lever des dons. C’est autant de temps qui n’est pas dédié à leur mission. Et les assos doivent devenir aussi expertes dans le digital que les startups. Pour recruter des donateurs, comme des bénévoles. Mais sans les moyens pour payer des développeurs et des data scientists...RAISE Sherpas finance 6 assos par an, leur donne 90 à 120 000 euros, et les accélère grâce à des mentors et aux meilleurs talents des startups. C'est juste canon.💛 La philanthropie du XXIe siècle n’est pas figée.Elle peut être vivante, ambitieuse, réinventée.Bravo à RAISE Sherpas pour ce modèle unique.Merci de montrer une nouvelle voie.Je vous raconte cette aventure dans le Plongeoir du jour 👉 https://lnkd.in/et_Eu2Uc",2025-04-25 09:17:51,75,16,0,finance
