,author,author_link,text,date,likes,comments,shares,theme
24,Nozibele Qamngana,https://www.linkedin.com/in/nozibele-qamngana-36a65189?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABLIdcIBLO7Huqulku9K5Qx0kfYfFHV5nCo,"When I was 17, I secured a full scholarship that promised to change my life. To the funders, it was an easy sell: “Invest in this child, she’ll be the first in her family to graduate.” The theory behind this pitch seemed sound. In practice, the reality was more complex.Three years later, only 30% of my cohort earned their qualification. A significant portion didn’t even make it past the first year. So, what happened? Were these students ungrateful? Were they not taking advantage of the opportunities given to them? And what didn’t we get right?The truth is, there were many layers to this situation. Yes, the students needed the scholarship, but they also needed far more than just academic support. They needed psychosocial support.Many of us were uprooted from our homes, some from child-headed households, leaving behind siblings who depended on us. Part of the allowance we received was sent back home to help our families. I distinctly remember one of my peers, who was constantly distracted by thoughts of a sick sibling back home, despite being in class.These were the realities of where we came from.Years later, I’m heartened to see that the conversation around education has evolved. What started as a question of “How many students can we fund with X amount of money?” has shifted to “What would be the real impact of investing in this program?” or ""How best can we support these students?""It’s a welcomed mindset shift that recognizes the deeper, multifaceted support children need to truly succeed.Investing in education is no longer just about funding a seat in a classroom. It’s about nurturing the whole person, emotionally, mentally, and socially, to help them thrive, both in their studies and in life.",2025-04-25 11:46:57,368,9,9,education
25,Philippe Pereira,https://www.linkedin.com/in/philippe-pereira99?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABErq0B31NQvsyc0gqdFTyA3ZH1Mk0w3XE,"🌈  Les RH à l’ère de l’IA : formons ceux qui transforment💡 ☘️ Les Ressources Humaines sont plus que jamais au cœur de la transformation IA des organisations. Mais pour être moteurs de cette révolution, les RH doivent d’abord se transformer elles-mêmes 🤪.Les dernières études sont formelles : seules 59% des populations RH utilisent l’IA…. 💤 majoritairement pour des activités « élémentaires » 😮  - création de fiches de postes, rédaction d’offres d’Emploi. 💡 De fait, pour les fonctions RH l’adoption est faible mais le potentiel de création de valeur reste extrêmement prometteur 🚀 .🔎 Or, l’IA est déjà à l’œuvre dans les pratiques RH – du recrutement prédictif à l’analyse des données collaborateurs, en passant par la personnalisation de l’expérience employé. Les bénéfices sont là : +45 % de rétention des talents, -30 % de coûts de recrutement, +25 % de satisfaction employés 🎯.💥 C’est exactement ce qu’HumaniIA et ses équipes ont démontré lors d’une formation hashtag#IA4RH à Rennes School of Business organisée en partenariat avec Rennes SB Executive Education cette semaine. 💪 Au travers d’apports pédagogiques pratiques, orientés métiers, de témoignages d’experts, de démonstrations de « use cases », les participants sont repartis avec une « boîte à outils 🛠️ 💥 » hashtag#IA4RH unique en son genre 🙌.🙏 Merci à Adilson Borges, PhD, HDR , Evgeny A. Lukin, Michael Nezet, Quentin Bouche, Cyril de Sousa Cardoso, Victor JOURDREN, pour votre implication, soutien, sponsorship et la qualité de vos interventions 👏 .💥 Former pour comprendre l’IA, au-delà des mythes,💥 Former pour construire des cas d’usage alignés avec les enjeux humains,💥 Former pour bâtir un cadre d’usage responsable, éthique et inclusif.💫 Il est temps de placer la formation RH au cœur de toute stratégie IA 🚀 .Contactez HumaniIA pour en savoir plus !hashtag#IA hashtag#RH hashtag#TransformationDigitale hashtag#Formation hashtag#LeadershipRH hashtag#IAResponsable hashtag#FutureOfWork - ANDRH - Association Nationale des DRH - Le Lab RH - ADP - Lely - Angela DE SA OLIVEIRA- Mouvement des Entreprises de France - Coachello - AI Empowered Coaching Platform - muchbetter.ai - Polaria.",2025-04-25 10:46:57,10,4,1,education
26,L'École du Recrutement,https://www.linkedin.com/school/lecoledurecrutement/posts,"La hashtag#NCDR Marseille 2025 c'était TARPIN bien 🤩On a refait le monde du recrutement. On s'est donné du courage pour prochains challenges.On repart de là-bas, surtout, avec des tonnes de souvenirs. En fait, on a passé un très bon moment grâce à une commu formidable, toujours au rdv. Alors ce message est pour dire MERCI à tous les marseillais (et autres!) passés par là 🙏UN ENORME BIG UP 🙌À Marion Cosar, Anthony Mâcon, Marine SEGUIN et toute l'équipe organisatrice, celles et ceux qui ont mouillé le maillot pour que les marseillais passent un super moment.Aux coorganisateurs de cette édition qui va en appeler d'autres Lucas TEFFENE, Luc Glinche & Steve Jaouën, tous les 3 membres de Le Ouaille des Recruteurs.Aux modératrices et modérateurs qui ont su s'adapter à toutes les situations, impulser le bon état d'esprit et l'énergie propices à des échanges hyper riches.À OMNES Education Campus Marseille pour son accueil et à nos partenaires Hellowork & Teamtailor pour leur participation et leur soutien. À très vite pour de nouvelles aventures, de nouveaux sujets recrutement, et de nouvelles têtes !",2025-04-25 10:46:57,73,29,8,education
27,Raj Singh,https://www.linkedin.com/in/raj-singh-09a480263?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAECs6HYB1ZwifvH7vJcyr9xGEnhgnj8e6wU,"Tips for Writing a ResumeI used this for many of my client's resumes and achieved great results.Here's a quick guide to help you craft a stand-out resume!Save this post.Like & Share.DM for Resume Writing 📝Tips for Writing a Great Resume:Use Standard Headings:Stick to common headings like “Work Experience,” “Education,” and “Skills.”Keep Formatting Simple:Avoid complex layouts, tables, and graphics that might confuse ATS.Incorporate Keywords:Use job-specific keywords from the job description to ensure your resume matches the job requirements.Use a Professional Font:Stick to fonts like Arial, Times New Roman, or Calibri to ensure readability.Tailor Each Resume:Customize your resume for each job application to match the specific job requirements.𝗙𝗥𝗘𝗘 (𝗚𝗼𝗼𝗴𝗹𝗲) 𝗖𝗼𝘂𝗿𝘀𝗲𝘀 𝘆𝗼𝘂 𝘄𝗶𝗹𝗹 𝗿𝗲𝗴𝗿𝗲𝘁 𝗻𝗼𝘁 𝘁𝗮𝗸𝗶𝗻𝗴.🔃7000+ free courses free access: https://lnkd.in/geV7DWF51. Google data Analytics:→ https://lnkd.in/gSQUMiDX2. Google Project Management:→ https://lnkd.in/gbPQS4tS3. Foundations of Project Management:→ https://lnkd.in/gZ8Kcfj94. Google Introduction to Generative AI: → https://lnkd.in/gWJyC3f35. Google Cybersecurity: → https://lnkd.in/gcXZ3GKJ6. Google UX Design:→ https://lnkd.in/gw9m5g6n 7. Google Digital Marketing & E-commerce:→ https://lnkd.in/gVnzMwmq 8. Google IT Support:→ https://lnkd.in/gw4YsrHU9. Web Applications for Everybody Specialization: → https://lnkd.in/g-Jk8uef10. Get Started with Python:→ https://lnkd.in/gqN2QtFn11. Learn Python Basics for Data Analysis:→ https://lnkd.in/gbR9QNdS12. Google Advanced Data Analytics Capstone→ https://lnkd.in/gqAuUUa613. Data Analysis with R Programming:→ https://lnkd.in/g-Sbc4f314. IBM Full Stack Software Developer Professional Certificate:→ https://lnkd.in/gHM9PbWE15. Introduction to Web Development with HTML, CSS, JavaScript​:→ https://lnkd.in/gFizpBjS16. IBM Front-End Developer Professional Certificate:→ https://lnkd.in/g4BE5pWN17. IBM Back-End Development Professional Certificate:→ https://lnkd.in/g7gEp87M18. IBM Python for Data Science, AI & Development:→ https://lnkd.in/gJfubRXN",2025-04-25 11:46:57,191,22,1,education
28,Juliana Lax,https://www.linkedin.com/in/julianalax?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAa7j48BMjdTAdUUpjoZkTvzEIBCqYIPRhw,"Which collab would you like to see?! Last night as a Director for the Street & Glastonbury Chamber of Commerce I had the pleasure to attend a chat with the wonderful Rebecca Cumbo. She’s a young woman who started as a trainee at Numatic International and is now leading their socials. She proved her expertise confidently challenging ideas and creating a social presence for no other than our very British Henry! So far her work has reached over 6 million people across platforms. You may not know who’s Numatic International but I’m sure you have a Henry the Hoover around! She explained their journey through success and failure. We laughed and got creative discussing what collabs would be fun for Henry. They have recently created a limited edition of Henry x Oreo OREO, Distribuidores de Galletas OREO, Kraft Foods y Mondelez en Guatemala PBX 25093600 which is incredibly clever. Their other real collab was with Heathrow Express. I loved how they are open to create, to explore and to collaborate. Our creative minds got to play a little and I suggested a fun collab with the LEGO Group and LEGO Education Qazvin can you imagine a little Henry made of Lego?!! I can! My ChatGPT did a mock up for you. You are welcome. The next one thinking of shape was McDonald's with a Henry x Big Mac! Which is your favourite??? Which collab would you suggest?! Let’s get creative this Friday and end the week with a little fun! Thank you Rebecca Cumbo for a lovely evening learning from you personally and on behalf of the Street & Glastonbury Chamber of Commerce It is truly wonderful to see local mighty powerful companies available to support and engage with other local businesses. We learned a lot of what Numatic International does for our community and we are looking forwards to arranging a visit and learning even more!In the pictures 📸 you see 1- the real Henry x Oreo collab (pic from their instagram) 2- my ChatGPT collab idea Henry x LEGO 3- my ChatGPT collab idea Henry x Big Mac And don’t forget to follow their social at @myhenryuk Just please promise if you get to work with the LEGO Group that I’m getting one?!",2025-04-25 10:46:57,13,13,1,education
29,Camilo Sandoval,https://www.linkedin.com/in/camintel?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADUjibYByxfJe--ZRhwbOmMVQ9fjqh3l35E,"President Trump Signs Executive Order to Make AI Education a National PriorityThis week, President Donald J. Trump signed a historic Executive Order from the Oval Office to advance AI education for American youth—a bold move that signals AI literacy is no longer optional; it’s essential.“We’re making history today,” said President Trump. “Every young American will have access to the tools of the future—AI—and we’re going to lead the world.”The order launches a sweeping national initiative that includes: •	AI learning across K–12 education •	Teacher training to integrate AI tools •	A new Presidential AI Challenge •	Public-private partnerships to scale innovation •	AI apprenticeships and career pathways through DOL, NSF, and WIOA •	A White House Task Force on AI Education to lead implementationFor less than 2% of the Department of Education’s annual budget, we could give every student in America a private, secure AI tutor—aligned with their state curriculum and powered by their own teacher’s style.As Trump said:“This isn’t just about jobs—it’s about building the future economy, powered by American hands.”Do you believe AI should be a mandatory part of education? Let’s discuss. Drop your thoughts below.hashtag#AI hashtag#Education hashtag#Trump2025 hashtag#FutureOfWork hashtag#EdTech hashtag#Policy hashtag#WhiteHouse hashtag#Leadership hashtag#Innovation",2025-04-25 10:46:57,21,5,2,education
30,Damien FOURNIER,https://www.linkedin.com/in/damien-j-fournier?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAANoES0BuhU6ggGhjyW-CKCw660IkonGHpI,"📢 J’organise une conférence à TBS avec mon équipe issue du Mastère Spécialisé RH , ça se passe ici 👇Merci par avance pour votre soutien en republiant au maximum ! 🙏🎯 Comment attirer et fidéliser durablement vos talents ? Venez découvrir des stratégies RH innovantes lors de notre conférence exceptionnelle à TBS Education ! 🚀👉 Au programme, une table ronde réunissant des professionnels engagés qui font bouger les lignes.📅 Mercredi 14 mai à 19h📍 Amphi Bosco, TBS Education – Toulouse (4 pl Alphonse Jourdain- métro Compans Cafarelli)🔸 Au cœur d'une période où fidéliser les collaborateurs devient crucial pour la réussite des entreprises, nous avons réuni 4 experts inspirants pour explorer ensemble des approches organisationnelles et pratiques RH novatrices et impactantes :✨ Romain Olives, fondateur d'Ihmisen , une entreprise qui dépoussière les organisations en prônant des projets porteurs de sens . Ses solutions disruptives (congés illimités, choix du salaire) font sensation dans la presse, à la radio et jusqu’au 20h de TF1 !✨ Cécile Barral, DRH chez AB7 Industries : engagée pour une meilleure prise en compte de la parentalité dans les organisations, et pour l'évolution des postures managériales afin de renforcer l'engagement des équipes.✨ Poline Baules, consultante et DRH apportera une vision rafraîchissante sur les attentes réelles des talents d'aujourd'hui.✨ Adeline Gauthier-Perru, avocat associé en droit social chez Capstan, éclairera avec pragmatisme les enjeux juridiques liés à ces nouvelles pratiques.🗣 Une conférence interactive, riche en échanges et suivie d'un cocktail convivial by Blan' Délices pour poursuivre les discussions et développer votre réseau. ✨🎟 Inscription gratuite ici 👉 https://lnkd.in/dBmixHTyOu en scannant directement le QR code sur l’affiche 🙏 Merci à TBS Education pour son soutien précieux dans l'organisation de cette soirée.📢 N’hésitez pas à relayer ce post pour contribuer à la visibilité de cet événement incontournable et résolument tourné vers l’avenir du travail 🌍hashtag#RH hashtag#MarqueEmployeur hashtag#Innovation hashtag#Management hashtag#EngagementCollaborateurs hashtag#TBSeducation hashtag#Fidélisation hashtag#ConférenceRH👥 Une conférence organisée par :Damien FOURNIER Manon Lofficial MOHAMED AMINE KARIM Kawtar HAKKOURI Olivia Kalis Poline Baulès Romain Olives Ihmisen Cécile Barral Adeline GAUTHIER TBS Education Jean-Michel MATHIEU Isabelle GARCIA Saadia BAHMAN",2025-04-25 12:46:57,10,0,2,education
31,Valentine Boyev,https://www.linkedin.com/in/vboyev?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAmN9hABfpXBkHsrzb-MSPpWRFkff1xMD3s,"Case study: $600K raised, fueled by clarity and design.Our branding + UX turned vision into investor-ready.✦ The Client.A startup that employs AI tools to help reduce stress and improve the performance of students and educators.✦ The Challenge.➡️ Students need help when and where it's unavailable.➡️ Teachers are unable to provide students with individual attention on a consistent basis, especially in hybrid or remote learning environments.➡️ The product needed to feel ""human,"" accessible, and incredibly intelligent without overwhelming the user.✦ What we did.➡️ Brand discovery & naming.We helped rebrand DigestAI into Acton Street, Inc., which was inspired by the founder's experience living next to students.➡️ Logo concept.We designed a simple logo and took cues from a bike crank (a thoughtful suggestion of urgency, movement, education, and progressive learning).➡️ Web design.We created bold visuals with purpose, laying the foundation for a simple, confident black-and-white web design that subtly echoed the AI service provider.➡️ Micro-animations.Menu transitions, hover effects on cards, and deliberate movements made the web interface feel alive, and helpful.➡️ Webflow development.A built-from-scratch web design that offered a great feel and pixel-perfect build. Mobile-priority and custom interactions that avoided design bloat.✦ The Result.→ $600K raised in funding.→ 2 new investors on board.→ A product experience that truly matches the innovation and humanity behind the brand.Want to create a web presence that wins trust and attracts?Let’s build it—strategically, beautifully, and with purpose.🔔 Follow Valentine Boyev for more updates!",2025-04-25 12:59:57,41,36,1,education
32,Reliance Industries Limited,https://www.linkedin.com/company/reliance/posts,"Media Release - “This is a very special game — you can be the inspiration for thousands of children.” – Mrs. Nita M. Ambani urges MI players ahead of ESA Day~ Mumbai Indians to celebrate hashtag#ESADay on April 27 at the Wankhede with 19,000 kids ~Mumbai, 25th April 2025: Mumbai Indians’ game against Lucknow Super Giants, scheduled for Sunday, 27th April at the Wankhede Stadium in Mumbai, will be dedicated to the Education and Sports for All (ESA) initiative championed by Mrs. Nita M. Ambani. The annual ESA game is one of the biggest highlights of the IPL season every year for the Mumbai Indians, with thousands of spirited children from NGOs across the city lighting up the stadium with their infectious energy and dreams.Ahead of the upcoming ESA game, speaking to the Mumbai Indians team, Mrs. Nita M. Ambani said, “People who have been with Mumbai Indians know our next game is very special, we have underprivileged children coming, and the energy is really special. So please, put up your best show for them. They wait for years in line to get to come and see one match.”She also recalled a moving experience from a past ESA Day: “I was sitting in the stands with all of them, and this girl wasn’t eating much. She was picking on her food. I asked her why, and she said, ‘I’m saving it for my brother, because he’s never tasted cake in his life.’ These are the things that we want to support.  We want to inspire these kids, that in spite of coming from different backgrounds, you can achieve wonders.”Urging the players to make the day extra special, she added: “This is a very special game for me and for all of you who have been a part of this for many years. You can be the inspiration for these children and show them that they can be whatever they dream to be.”ESA, a flagship initiative of Reliance Foundation (the CSR arm of Reliance Industries Limited) in collaboration with Mumbai Indians, was launched in 2010 with the vision of making education and sports accessible to children from all backgrounds. Each year, MI’s one IPL match is designated as the ESA game, bringing to life the initiative’s mission to empower young minds, inspire ambition, and instill the joy of sports and learning.About ESA: https://lnkd.in/gnDeQggzHere are some glimpses of Mrs. Ambani in the stands with the kids from last year: https://lnkd.in/eP69hjpTHere is the link of Mrs. Ambani talking about ESA Day to the players:https://lnkd.in/eRJ6gHrtFollow Mumbai Indians on:Website – https://lnkd.in/guuhGApA Instagram – https://lnkd.in/gCykYy-7 YouTube – https://lnkd.in/gNj2kUza",2025-04-25 11:46:57,79,4,1,education
33,Margot Legrand,https://www.linkedin.com/in/margot-legrand-a740b8191?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAC0LBvgBJqYETKUNA4eEIy3svM90QqMn0xk,"hashtag#SPEEDMATCHING | 🚀 Mercredi 09 avril se tenait notre première édition du Speed Matching, un événement de recrutement 100% alternance ! Un grand merci à nos 46 entreprises partenaires présentes, engagées et investies sur le recrutement d’apprenants en alternance, du Bac pro au Bac+5, sur 8 filières métiers. 🤝 Grâce à vous, nos 612 candidats participants ont eu l’opportunité de vous partager leurs compétences et projets professionnels. Un moment privilégié, où nos 7 marques ont pu être représentées : IGENSIA Alternance, ISCPA - Institut Supérieur des Médias, IPI, école d'informatique, IMSI - L'Institut du Management des Services Immobiliers, ESAM School, ICD Business School, IGS-RH ! 👉 Et ce n’est pas fini ! Rendez-vous le jeudi 05 juin pour la seconde édition du Speed Matching. Vous souhaitez participer ? Contactez-moi ! hashtag#recrutement hashtag#alternance hashtag#forum hashtag#entreprises Christopher Clatot Sébastien Rabine Nathalie MORIZE Lamia Cherfaoui Nizarr Bourchada Lucie Charlot Groupe IGENSIA Education",2025-04-25 10:46:57,8,0,0,education
34,Yazan Jarrah,https://www.linkedin.com/in/yazan-jarrah-92b437b6?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABif93MBuHzTtIV_BuIOPVBwx6GfvVy5tAM,We are all called to pursue a twofold moral purpose: to grow as individuals and contribute to the betterment of society 🌱Programs like the Junior Youth Spiritual Empowerment Program remind us that real education is about walking a path of service with others—where personal growth and community service go hand in hand ✨🤝Grateful to A.P. Moller - Maersk for shedding light on the Junior Youth Spiritual Empowerment Program and for helping to emphasize the role of service and learning in transforming communities 💙,2025-04-25 12:46:57,26,6,1,education
35,Juliette FICOT,https://www.linkedin.com/in/juliette-ficot-78bb3b210?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADWPxZsBlwlMeBcZEciNeUiFll3XyeOM92A,"Un chapitre se tourne…Hier, au Palais des Congrès, à Paris, j’ai eu la chance de vivre un moment inoubliable : la remise de mon diplôme, Master Responsable Commerciale et Marketing. Une cérémonie forte en émotions, qui vient clôturer des années d’efforts, de remise en question, de travail acharné… mais aussi de belles rencontres et de grandes joies.Être diplômée en tant que Responsable Commerciale et Marketing, c’est bien plus qu’un titre : c’est un chemin parcouru avec passion, engagement, et résilience.Merci à celles et ceux qui m’ont accompagnée, soutenue et inspirée tout au long de ce parcours.Ce diplôme marque la fin d’un chapitre, mais surtout le début d’un nouveau avec ARTEFIKO Merci Pierre-François Decloquement Laetitia Furio Joëlle HENG Layssa DIF ISEFAC IONIS Education Group 🙏🏽",2025-04-25 12:46:57,17,8,1,education
36,Banshi Rawal,https://www.linkedin.com/in/banshi-rawal-50896123a?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADuV-5gB5_d3iqBlwhPcXvhhilIvOmViO5s,"The landscape of creative education is evolving rapidly. We're seeing a shift away from traditional, often high-cost and time-intensive, education models. For many aspiring visual creators today, the significant financial commitment and long duration of traditional programs can be barriers, pushing them to seek alternative pathways to hone their skills.At Quria Visual Creators® , we believe that the answer lies in the powerful combination of technology and industry expertise. This blend is creating exciting new opportunities for talent development, meeting creative students and professionals where they are in this digital age.This evolution is about more than just finding different ways to learn; it's about injecting vital new life, energy, and diverse perspectives into the advertising, marketing, and wider creative fields. By making quality creative education more affordable and adaptable, we can unlock the potential of a much broader pool of talent, essential for innovation and success in a global marketplace.What are your thoughts on alternative creative education? Have you experienced its impact, either personally or professionally? Share your insights and help us explore how technology and industry experience are reshaping the creative landscape!hashtag#CreativeEducation hashtag#VisualCreators hashtag#TechnologyInEducation hashtag#IndustrySkills hashtag#QuriaVisualCreators hashtag#FutureOfWork hashtag#CreativeIndustry hashtag#TalentDevelopment hashtag#EducationForAll hashtag#Innovation",2025-04-25 09:46:57,0,0,0,education
37,Manon Lofficial,https://www.linkedin.com/in/manonlofficial?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACcz1xIBJkmlvrRyCUZIVhQQJw7eFodxYd8,"📢 J’organise une conférence à TBS Education avec mon équipe issue du Mastère Spécialisé RH, ça se passe ici 👇Merci par avance pour votre soutien en republiant au maximum ! 🙏🎯 Comment attirer et fidéliser durablement vos talents ? Venez découvrir des stratégies RH innovantes lors de notre conférence exceptionnelle à TBS Education ! 🚀👉 Au programme, une table ronde réunissant des professionnels engagés qui font bouger les lignes.📅 Mercredi 14 mai à 19h📍 Amphi Bosco, TBS Education – Toulouse (4 pl Alphonse Jourdain- métro Compans Cafarelli)🔸 Au cœur d'une période où fidéliser les collaborateurs devient crucial pour la réussite des entreprises, nous avons réuni 4 experts inspirants pour explorer ensemble des approches organisationnelles et pratiques RH novatrices et impactantes :✨ Romain Olives, fondateur d'Ihmisen, une entreprise qui dépoussière les organisations en prônant des projets porteurs de sens. Ses solutions disruptives (congés illimités, choix du salaire) font sensation dans la presse, à la radio et jusqu’au 20h de TF1 !✨ Cécile Barral, DRH chez AB7 Industries : engagée pour une meilleure prise en compte de la parentalité dans les organisations, et pour l'évolution des postures managériales pour renforcer l'engagement des équipes.✨ Poline Baules, consultante et DRH apportera une vision rafraîchissante sur les attentes réelles des talents d'aujourd'hui.✨ Adeline Gauthier-Perru, avocat associé en droit social chez Capstan, éclairera avec pragmatisme les enjeux juridiques liés à ces nouvelles pratiques.🗣 Une conférence interactive, riche en échanges et suivie d'un cocktail convivial by  Blan' Délices pour poursuivre les discussions et développer votre réseau. ✨🎟 Inscription gratuite ici 👉 https://lnkd.in/dBmixHTyOu en scannant directement le QR code sur l’affiche 🙏 Merci à TBS Education pour son soutien précieux dans l'organisation de cette soirée.📢 N’hésitez pas à relayer ce post pour contribuer à la visibilité de cet événement incontournable et résolument tourné vers l’avenir du travail 🌍hashtag#RH hashtag#MarqueEmployeur hashtag#Innovation hashtag#Management hashtag#EngagementCollaborateurs hashtag#TBSeducation hashtag#Fidélisation hashtag#ConférenceRH👥 Une conférence organisée par :Damien FOURNIER Olivia Kalis Kawtar HAKKOURI MOHAMED AMINE KARIM Manon Lofficial Romain Olives Cécile Barral Poline Baulès Adeline GAUTHIER TBS Education Jean-Michel MATHIEU Isabelle GARCIA Saadia BAHMAN",2025-04-25 09:46:57,14,0,7,education
38,Pramod Maurya,https://www.linkedin.com/in/pramodmaurya64?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAN7fm8B3XiQiCWTqu0Xjj9rblufYW6ykCY,"🚀 Dear LinkedIn Connections,I'm looking for Product Management / Category Manager / Chief of Staff roles, preferably in the Delhi NCR region. Let me know if you have any leads/openings! 🙏📘 Education: IIT Guwahati Graduate | IIM Ranchi Graduate🏢 Past Association: Deloitte, Startup Co-founder, and Product Manager/Consultant with an NBFC💼 Work ex:Experienced in building and scaling digital products across FinTech, EdTech, and enterprise SaaS. I’ve led initiatives that improved user satisfaction by 25% 💡, reduced processing time by 40% ⏱️, and integrated multiple APIs for onboarding automation 🔗. My skill set includes Salesforce, CPQ, Generative AI 🤖, Agile product development, and process optimization. As a founder, I scaled a platform to 5,000+ users 📈 and drove 7x revenue growth through strategic, product-led innovation.📅 Availability: Open to join from May 15📬 Contact: pramodmaurya0691@gmail.com🎯 Target Roles:Product Manager | Associate Product Manager | Category Manager | Chief of Staff | Strategy Associate | Program Manager🔖 hashtag#Hashtags:hashtag#ProductManagement hashtag#Hiring hashtag#OpenToWork hashtag#ChiefOfStaff hashtag#CategoryManager hashtag#ProductManager hashtag#DelhiNCRJobs hashtag#Strategy hashtag#IITAlumni hashtag#IIMAlumni hashtag#FinTech hashtag#Salesforce hashtag#GenerativeAI hashtag#StartupExperience",2025-04-25 10:46:57,22,5,0,education
39,Khulood Alawadhi,https://www.linkedin.com/in/khulood-alawadhi-a46a4b50?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAArVTBYBOTT0PQrFvECZiNfrMocB1_rlQIM,"As we wrap up an inspiring week at Dubai AI Week, we’re filled with gratitude and optimism.It was truly energizing to witness how artificial intelligence is no longer a distant concept but a dynamic force that’s entering and enriching every aspect of our lives. From education to healthcare, from city planning to climate action, AI is creating meaningful impact that bridges generations, unites cultures, and strengthens communities.I was genuinely happy to meet so many passionate individuals throughout the week; but today’s guest in the picture was truly special. A brilliant young mind from the People of Determination community, his curiosity and grasp of advanced technology and AI were far beyond his age. It was both humbling and inspiring to see how inclusive innovation can unlock potential and shape futures.At Moro Hub, we’re proud to be part of this journey accelerating AI-driven transformation in line with Dubai’s ambitious vision to become a global hub for innovation and intelligence.We remain committed to building solutions that not only drive progress, but also foster inclusivity, resilience, and a brighter future for all.hashtag#DubaiAIWeek hashtag#morohub hashtag#hubofthefuture hashtag#DigitalTransformation hashtag#ai hashtag#innovation",2025-04-25 11:46:57,85,2,1,education
40,Nikolett Jaksa,https://www.linkedin.com/in/nikolettjaksa?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEL1sEoBMxU254Et_vEcWkYTTRvrCB0Dhco,"I used to think educational content was king.Boy, was I WRONG.I spent months crafting detailed how-to posts. Sharing every trick I knew.My follower count grew, but my DMs stayed silent.Then it hit me.All those freebie seekers? They weren't my ideal clients.→ They were just there for the free knowledge buffet.That’s also why I’ve never done those “Comment X to get Y” lead magnets, or any lead magnets, really. Because let’s be honest: → Most of them just attract people who want free stuff, not people ready to invest.So I switched gears.→ Started sharing stories. → My failures. My wins. → The messy middle of building a business.Suddenly, my DMs lit up.→ Real people. → Real problems. → Real opportunities to help.Turns out, people don't just want information.→ They want connection. → Understanding. → Someone who's been there.Now, I mix it up. A bit of education, a lot of real talk.And you know what?My business has never been better.P.S. What type of content resonates most with you?",2025-04-25 09:46:57,190,162,1,education
41,Anastasia Ttofis 🟡🔴🔵🟢,https://www.linkedin.com/in/anastasia-ila?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABGHw24BXNeNCtGDh1wV1mtGcz_xqcVf2NU,"I spend £1,800 a month on my mentor. That’s just under £21,600 a year. And that’s just my 1-2-1 Mentoring.I go to retreats deeeep breathwork, shadow work, crazy triggering retreats costing anything between £1-£2k a pop.Plus somatic teacher trainings - I’ve spent about £8k in the last 6 month on becoming a qualified somatic teacher. Why? Anyone who is serious about making big business moves needs to also invest big money into themselves.There’s very few business models where you can invest £0 and get £1m out (don’t listen to the no money in property gurus)And it’s not even about the money.➡️Wanna be the person who stands out, embodies everything they say, the best person they can be for themselves, their friends, their team….➡️Trusts their inner authority, does not need external validation, is compassionate and a good listener, understand their emotions, is really ok with being completetly and utterly themselves ….➡️You want real happiness, freedom, success, joy… The list goes on…There is NO WAY ❌you’re doing all of that without a mentor. You might read it and think “feck off Anastasia, I am all of those things all by myself” That’s ok, you can think that, but it’s just not true. We can only take ourselves so far, and if we wanna be better, for ourselves, those around us, our business, then we need a mentor.Without one, you’ll get stuck.Stuck in our own BS, ego, trauma, emotional awareness or skill level.And then probably decline (as some others around us excel)Would I rather spend that money on a butlins adult weekender? Absolutely 😏Or maybe even a cheeky trip to Mexico ☀️But investing in myself is the greatest gift I can give to me 🫶And it’s the only thing that can never be taken away from me.The holidays end, the fancy car get’s repossessed 😜 but I will ALWAYS have the education and investment I’ve given to myself.Whether it’s £1k a month, £100 a month, or £10 a month.Invest in yourself.Business is hard, and being a better version of you makes it a little easier.",2025-04-25 10:46:57,32,8,0,education
