,author,author_link,text,date,likes,comments,shares,theme
31,Gil-christ Jéhovani ABA,https://www.linkedin.com/in/gil-christ-j%C3%A9hovani-aba-27baa418a?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACyn3n8BijYJuOSiI07BS7dWlLqpvT4u-9A,"🔥 𝗗𝗲𝘃𝗲𝗻𝗶𝗿 𝗠𝗮î𝘁𝗿𝗲 𝗱𝘂 𝗣𝗮𝗿𝗰 𝗔𝘂𝘁𝗼 : 𝗟𝗲 𝗚𝘂𝗶𝗱𝗲 𝗱𝘂 𝗝𝗲𝘂𝗻𝗲 𝗣𝗿𝗼 !🔧🚗📍 𝗟𝗲 𝗿ô𝗹𝗲 𝗱𝘂 𝗴𝗲𝘀𝘁𝗶𝗼𝗻𝗻𝗮𝗶𝗿𝗲Tu gères l’ensemble des véhicules d'une entreprise : achat, entretien, assurance, carburant, conformité, utilisateurs.Mais surtout : coûts, stratégie, sécurité, écologie. Tu n'es pas juste ""le gars des voitures"", tu es un acteur stratégique.Télécharger votre kit icihttps://lnkd.in/eCPrSpyQOu rejoignez-nous sur WhatsApp icihttps://lnkd.in/eTAi5Hi4🧱 𝗟𝗲𝘀 𝟳 𝗳𝗼𝗻𝗱𝗮𝘁𝗶𝗼𝗻𝘀𝟭. 𝗜𝗻𝘃𝗲𝗻𝘁𝗮𝗶𝗿𝗲 𝗱𝘂 𝗽𝗮𝗿𝗰🔴Détails précis par véhicule (modèle, année, km…)🔴Suivi via logiciels spécialisés (GAC, GPI, etc.)🔴Boîtiers télématiques : géoloc, maintenance, conduite.𝟮. 𝗠𝗼𝗱𝗲 𝗱’𝗮𝗰𝗾𝘂𝗶𝘀𝗶𝘁𝗶𝗼𝗻🔴Achat / Crédit / LLD (très courant) / LOA𝗧𝗼𝗻 𝗯𝘂𝘁 : 𝗰𝗵𝗼𝗶𝘀𝗶𝗿 𝘀𝗲𝗹𝗼𝗻 𝗹𝗮 𝘀𝘁𝗿𝗮𝘁é𝗴𝗶𝗲 𝗳𝗶𝗻𝗮𝗻𝗰𝗶è𝗿𝗲, 𝗳𝗶𝘀𝗰𝗮𝗹𝗲 𝗲𝘁 𝗼𝗽é𝗿𝗮𝘁𝗶𝗼𝗻𝗻𝗲𝗹𝗹𝗲.𝟯. 𝗘𝗻𝘁𝗿𝗲𝘁𝗶𝗲𝗻 & 𝗺𝗮𝗶𝗻𝘁𝗲𝗻𝗮𝗻𝗰𝗲🔴Échéances suivies (vidange, freins, pneus…)🔴Coûts maîtrisés🔴Réseau de garages🔴Anticiper les pannes.𝟒. 𝐂𝐚𝐫𝐛𝐮𝐫𝐚𝐧𝐭 & é𝐧𝐞𝐫𝐠𝐢𝐞🔴Suivi avec cartes carburant (Total, Shell…)🔴Optimiser conso : éco-conduite, hybride/électrique🔴Préparer la transition énergétique.𝟱. 𝗔𝘀𝘀𝘂𝗿𝗮𝗻𝗰𝗲 & 𝘀𝗶𝗻𝗶𝘀𝘁𝗿𝗲𝘀🔴Contrats par flotte🔴Gérer sinistres (déclarer, réparer, suivre)🔴Réduire incidents : formation, analyse comportement.𝟲. 𝗨𝘁𝗶𝗹𝗶𝘀𝗮𝘁𝗲𝘂𝗿𝘀🔴Suivi des affectations🔴Permis, infractions, comportement🔴Charte conducteur, formation sécurité.𝟳. 𝗧𝗖𝗢 (𝗧𝗼𝘁𝗮𝗹 𝗖𝗼𝘀𝘁 𝗼𝗳 𝗢𝘄𝗻𝗲𝗿𝘀𝗵𝗶𝗽)Le coût global d’un véhicule : achat, entretien, carburant, assurance, perte de valeur, pénalités…𝗧𝗼𝗻 𝗷𝗼𝗯 : 𝗿é𝗱𝘂𝗶𝗿𝗲 𝗹𝗲 𝗧𝗖𝗢 𝘀𝗮𝗻𝘀 𝘀𝗮𝗰𝗿𝗶𝗳𝗶𝗲𝗿 𝗹𝗮 𝗾𝘂𝗮𝗹𝗶𝘁é. 🛠️ 𝗧𝗲𝘀 𝗼𝘂𝘁𝗶𝗹𝘀 🔴Tableaux de bord (KPI, alertes, coûts)🔴Logiciels de gestion parc🔴Télématique (boîtiers GPS)🔴Cartes carburant connectées🔴Apps conducteurs, reporting automatisé  📈 𝟱. 𝗘𝗻𝗷𝗲𝘂𝘅 𝗮𝗰𝘁𝘂𝗲𝗹𝘀🔴Réduction carbone🔴Digitalisation (automatisation, IA)🔴Sécurité routière🔴Conformité légale (fisc, normes) 🚀 𝟲. 𝗧𝗲𝘀 𝗽𝗿𝗲𝗺𝗶𝗲𝗿𝘀 𝗽𝗮𝘀🔴Forme-toi (MOOC, docs, terrain)🔴Crée tes propres indicateurs🔴Rencontre les pros🔴Remets toujours les choses en question : ""Peut-on faire mieux ? Moins cher ? Plus sûr ?""Et pour aller encore plus loin dans ta montée en compétence, découvre le Kit de gestion de parc auto ! Un livre pratique pensé pour les jeunes pros, avec des explications claires, des cas concrets et des astuces de terrain.Y compris  plusieurs fichiers Excel prêts à l’emploi, des tableaux de bord dynamiques, et des modèles que tu peux adapter à ton entreprise. Télécharger votre kit icihttps://lnkd.in/eCPrSpyQOu rejoignez-nous sur WhatsApp icihttps://lnkd.in/eTAi5Hi4",2025-04-24 21:37:08,3,0,1,IA
32,Jean Briac Coadou,https://www.linkedin.com/in/jeanbriac-coadou?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAC700XwBGai04fvq1DaWTXjaTSjGD8YX44U,"J’ai rassemblé  mes 8 meilleures infographies dans 1 carrousel . C’est cadeau. (Et ça va t’économiser des semaines de travail. 👇)📩 Tout d'abord; si tu veux recevoir le PDF complet en haute résolution, commente simplement « PDF » et je te l’envoie par message. (Envoie moi une demande de connexion si ce n’est pas encore fait pour que je puisse te l'envoyer)Dans ce carrousel  tu retrouveras : ✅ 1) Les meilleurs outils IA pour implémenter cette révolution dans ton activité.✅ 2) La fiche mémo pour bien maitriser ChatGPT✅ 3) Le TOP 10 des outils pour créer des powerpoints en 5 minutes.✅ 4) La Fiche Mémo pour maîtriser Mistral✅ 5) La Fiche mémo pour transformer ton Linkedin en un aimant à Client ✅ 6) Le Top 12 des GPT's à tester absolument.✅ 7) Les meilleures framework de prompt pour débloquer le potentiel de ChatGPT✅ 8) Les outils qui transforment l’analyse de données en un jeu d’enfant grâce à l’IA.Et si tu veux aller encore plus loin…👉 Inscris-toi à ma prochaine intervention Mardi 29 Avril pour l'atelier IA organisé par Alec Henry : 120 minutes pour implémenter l’intelligence artificielle dans ton entreprise & dépasser les 100.000 €/moisPour t'inscrire, c'est par ici : ➡ https://lnkd.in/dsB22cssCeux qui passent à l’action maintenant seront les leaders de demain !On se retrouve le 29 ?",2025-04-25 08:37:08,51,60,3,IA
33,"Rony Germon, PhD",https://www.linkedin.com/in/ronygermon?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAIj9gYBpmB1qjP3KFPtQk1-ml2iEqZZ_Cw,"5 principes pour une IA éthique dans votre formation (que 90% des organismes ignorent)L'IA transforme la pédagogie. Mais mal intégrée, elle peut aussi la déshumaniser.Si tu gères un organisme de formation, une seule question compte vraiment : 𝗖𝗼𝗺𝗺𝗲𝗻𝘁 𝘁𝗶𝗿𝗲𝗿 𝗽𝗮𝗿𝘁𝗶 𝗱𝗲 𝗹'𝗜𝗔 𝘀𝗮𝗻𝘀 𝘁𝗿𝗮𝗵𝗶𝗿 𝘁𝗮 𝗺𝗶𝘀𝘀𝗶𝗼𝗻 é𝗱𝘂𝗰𝗮𝘁𝗶𝘃𝗲 ?◉ Voici 5 principes concrets qui te feront gagner des années :1. 𝗧𝗿𝗮𝗻𝘀𝗽𝗮𝗿𝗲𝗻𝗰𝗲 - Dis à tes apprenants quels outils d'IA tu utilises et pourquoi- Crée une section ""Technologies employées"" dans tes supports- Explique simplement le fonctionnement (sans jargon)- Précise les limites connues2. 𝗚𝗮𝗿𝗱𝗲 𝗹𝗲 𝗰𝗼𝗻𝘁𝗿ô𝗹𝗲 𝗵𝘂𝗺𝗮𝗶𝗻 - L'IA est ton assistant, pas ton remplaçant- Liste les décisions qui restent 100% humaines- Valide systématiquement les contenus générés- Forme tes équipes à questionner les recommandations algorithmiques3. 𝗣𝗿𝗼𝘁è𝗴𝗲 𝗹𝗲𝘀 𝗱𝗼𝗻𝗻é𝗲𝘀 - Traite-les comme des données médicales- Collecte uniquement l'essentiel- Établis des durées de conservation adaptées- Propose un vrai ""droit à l'oubli"" simple4. 𝗟𝘂𝘁𝘁𝗲 𝗰𝗼𝗻𝘁𝗿𝗲 𝗹𝗲𝘀 𝗯𝗶𝗮𝗶𝘀 - Teste tes systèmes régulièrement- Diversifie tes sources d'apprentissage- Vérifie la représentativité des données- Teste avec des publics variés avant déploiement5. 𝗠𝗲𝘀𝘂𝗿𝗲 𝗹'𝗶𝗺𝗽𝗮𝗰𝘁 𝗽é𝗱𝗮𝗴𝗼𝗴𝗶𝗾𝘂𝗲 - L'IA doit améliorer les résultats, pas juste faire joli- Compare les parcours avec et sans IA- Recueille des retours qualitatifs- Ajuste ta stratégie tous les trimestres💡 Astuce : Mets en place un comité éthique IA. Inclus formateurs, apprenants, experts. Il validera les outils, analysera les retours et ajustera les pratiques.L'éthique n'est pas un frein. C'est un garde-fou. Dans un métier basé sur la confiance, elle est non négociable.𝗘𝗻 𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻, 𝗹'𝗜𝗔 𝗱𝗼𝗶𝘁 ê𝘁𝗿𝗲 𝗮𝘂 𝘀𝗲𝗿𝘃𝗶𝗰𝗲 𝗱𝗲 𝗹'𝗵𝘂𝗺𝗮𝗶𝗻. 𝗣𝗮𝘀 𝗹'𝗶𝗻𝘃𝗲𝗿𝘀𝗲.Si ce post t'a été utile :- Like- Comment - Repost Découvre mon Programme d'Accélération pour digitaliser ton OF en 3 mois : taap.it/jIYPhO",2025-04-25 08:37:08,19,16,1,IA
34,Djuned Wikanto,https://www.linkedin.com/in/djuned-wikanto-85371514?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAL0C38BxCJE1msve2p8UhrB8kq2IvsIoRw,"Lagi dan lagi, proyek pabrik mobil listrik BYD asal China di Kawasan Industri Subang diganggu aksi oknum organisasi masyarakat (ormas).Mengutip dari CNBC,hal itu memicu respons dari Ketua Umum Apindo Shinta Kamdani.Ia menilai aksipremanisme terhadap proyek investasi seperti ini bukan hal baru dan menjadiancaman serius bagi iklim usaha di Indonesia.“Investor butuhjaminan keamanan. Ini sudah kami sampaikan ke pemerintah dan minta segeraditangani,” ujar Shinta di Kantor BKPM, Rabu (23/4/2025).KementerianInvestasi juga tengah menelusuri gangguan tersebut. Deputi Promosi BKPM NurulIchwan menyatakan pihaknya akan meminta keterangan langsung dari BYD.Ia menegaskan bahwatindakan premanisme dan pungutan liar bisa merusak upaya pemerintah dalammenarik investasi.https://lnkd.in/dcTpMawCPabrik BYD diSubang bernilai lebih dari Rp15 triliun dan ditargetkan rampung akhir 2025.Proyek ini akan menjadi basis ekspor dengan kapasitas produksi 150.000 unitkendaraan listrik per tahun.",2025-04-24 23:37:08,279,77,4,IA
35,Institut Cardiologie de Montréal,https://www.linkedin.com/company/institut-cardiologie-de-montreal/posts,"📢Percée majeure dans le traitement des crises cardiaques grâce à l’IADes chercheurs de University of Ottawa Heart Institute, de l’Institut de cardiologie de Montréal et du CHUM - Centre hospitalier de l'Université de Montréal ont réalisé une percée majeure en utilisant un outil d’intelligence artificielle (IA) pour évaluer la capacité de pompage du cœur en temps réel lors d’interventions d’urgence. 🔬Leurs observations ont été publiées dans le NEJM Group (New England Journal of Medicine Artificial Intelligence).Actuellement, en cas de réduction soudaine du flux sanguin vers le muscle cardiaque, on réalise une coronarographie pour examiner les artères coronaires et mesurer la fraction d’éjection.🫀 Cette évaluation est souvent complétée par d’autres examens, comme l’échocardiographie ou la ventriculographie, qui prennent du temps et comportent des risques.CathEF, un outil analyse des radiographies de routine prises durant la coronarographie, sans tests additionnels, ni injection de produit de contraste, ni risques de complications, s’est avéré aussi précis que les méthodes traditionnelles pour mesurer la fonction cardiaque. Il permet d’accélérer et d’améliorer la prise de décision, et ainsi d’améliorer l’issue des syndromes coronariens aigus et des crises cardiaques.🗨️ « Nous avons démontré que CathEF peut estimer de façon fiable la fraction d’éjection lors d’une crise cardiaque », précise Robert Avram, M.D., cardiologue interventionnel et auteur correspondant. L’outil a le potentiel de guider des stratégies de prise en charge plus ciblées et devra être validé par d’autre études. »",2025-04-24 21:37:08,171,10,8,IA
36,SAMUEL GAULAY,https://www.linkedin.com/in/samuelgaulay?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAE8-1UBbGsF56zG-NS7uBYuryCMayom9bg,"💡 Génie créatif ou bruit visuel ?Cette vidéo IA divise tout le monde 👇D’un côté, ceux qui hurlent au slop, au manque d’imagination.De l’autre, ceux qui applaudissent la parodie, qui y voient du potentiel.Et au milieu, LA question que je trouve essentielle :👉 Est-ce qu’on attend trop de l’IA, ou pas assez de nous-mêmes ?Oui, l’IA peut produire des visuels absurdes, provocateurs, souvent bof.Mais on peut aussi l'utiliser pour créer autrement, et produire plus de wow.Ce n’est peut-être pas le quoi qui compte, mais comment on s’en empare.Le vrai défi, ce n’est pas de faire joli. C’est de faire sens.Bientôt, presque tout contenu numérique impliquera l’IA. Le coût caché du lol digital mérite surtout d’être questionné maintenant, que ce soit sur la désinformation ou sur l'empreinte carbone.💬 Alors, votre avis ?- Que pensez-vous des contenus IA qui explosent les codes ?- Effet wow ou bof ?---Nouveauté : La génération d'images d'OpenAI est disponible dans Higgsfield AI",2025-04-25 07:37:08,30,16,6,IA
37,Maxime Lamy,https://www.linkedin.com/in/maximelamy-?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAElztSYBVlgZI9VRO0f2yRGOBfsSPPr0RVw,"Je vais casser le marché sur LinkedIn . 990€/mois pour TOUT gérer à ta place. Les autres agences vont me détester ↓Clique ici si tu veux déléguer taprospection : https://taap.it/XHO5K3Tu sais pourquoi la plupart des entrepreneurs échouent sur LinkedIn?Ce n'est pas par manque de talent. C'est par manque de SYSTÈME.◉ Voici ce que j'inclus pour 990€/mois:→ Refonte entière du profil → 3 contenus éducatifs qui convertissent → Prospection personnalisée (inbound et outbound) → RDVs directement dans ton agenda → Coldmail pour aller encore plus loin→ Zéro engagementLes autres agences te vendent un système que TU dois gérer.NOUS gérons TOUT de A à Z jusqu'aux RDVs confirmés dans ton agenda.◉ Notre approche qui fait la différence :→ Hyper-personnalisation pour ton secteur → Posts sur mesure pour te positionner en autorité → 100% humain, 0% IA générique → 10 ans d'expérience en content marketing et acquisition◉ Résultats concrets de mes clients:→ +200% de visibilité après 3 mois → 5-15 demandes entrantes qualifiées/mois → 3-8 RDVs commerciaux dans ton agenda → Personal branding cohérent sans effortTous les 10 clients que nous signerons, nous augmenterons nos prix! Le prix est annoncé, il n'y a plus qu'à te lancer.Tu sais ou me trouver.",2025-04-25 07:37:08,78,133,0,IA
38,"Mohamadou Mbengue, PMP®",https://www.linkedin.com/in/mmbengue?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAcsSC4BA0jKwaufNO2t5_xxsSE52MIC_AY,"Ravi d’avoir participé ce 24 avril au panel sur le rôle stratégique de la DGI dans la mise en œuvre du New Deal Technologique en marge des 60 ans de l’ESP.Le hashtag#New hashtag#Deal hashtag#Technologique est levier structurant de la Vision hashtag#Sénégal2050 et de la hashtag#SND 2025–2029. Son ambition c’est de réinventer notre rapport à l’État, à la donnée, à l’innovation, à la cybersécurité et à la souveraineté.L’ESP, en général, et la DGI, en particulier, auront un rôle clé à jouer pour couvrir tous les aspects de cette transformation : modernisation des administrations, intégration des systèmes, architecture d’entreprise, gouvernance des données, cybersécurité, performance publique, conduite du changement.Mais pour transformer durablement, il faut aussi former autrement.Le Sénégal doit investir dans des formations courtes, agiles, professionnalisantes, alignées sur les enjeux réels du terrain :- Cybersécurité, data, IA, UX, interopérabilité,- Gouvernance numérique, cloud souverain, innovation publique,- Et surtout : un alignement clair entre diplômes et besoins du pays.Nos écoles, nos universités, nos instituts doivent devenir des usines à solutions, des pépinières de talents, des accélérateurs de souveraineté.Sortons de nos zones de confort pour embrasser les opportunités de notre temps…Ici. Maintenant. Ensemble. Par nous et pour tous.Un plaisir d’avoir retrouvé mes profs khadidiatou Wane ep Keïta Ahmath MBACKE Amadou T. Gaye Prof. Ibrahima FALL Merci aux panelistes Ndeye Awa GUEYE 💡 Ousseynou SECK et tous les autres…Grant Thornton Technologies (GTT) hashtag#NDT hashtag#Sénégal2050 hashtag#DGI hashtag#TransformationPublique hashtag#DataGovernance hashtag#LeadershipPublic hashtag#SouverainetéNumérique hashtag#FormationDigitale hashtag#ESP Ndeye Awa GUEYE 💡",2025-04-24 21:37:08,146,15,4,IA
39,Hervé Pillaud,https://www.linkedin.com/in/herv%C3%A9-pillaud-0186193b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAh0xdQBva3CdIO9RPVGkTHBAPi9QXuSC-s,"Il🎤 Troisième jour du Salon International de l'Agriculture au Maroc ""SIAM""​ à #Meknes au #Maroc : deux conférences, une même conviction : l’innovation agricole se construit ensemble. Heureux d’avoir participé aujourd’hui à deux temps forts du Salon International de l’Agriculture au Maroc (SIAM), sous le signe du numérique et de la coopération territoriale.🌱 Ce matin, au Pôle Digital du Ministère de l’Agriculture du Royaume du Maroc, j’ai eu l’honneur de présenter le projet #5G4Agri, porté en France par La Chambre d'agriculture Pays de la Loire, le Groupe Etablières, Le réseau des DIGIFERMES et l’école vétérinaire Oniris Nantes en compagnie de Julie MENADI  Un projet concret d’expérimentation de la 5G au service de la robotique agricole, de la téléformation en élevage, de la télémédecine vétérinaire. 🙏 Merci au Professeur Loubna El Mansouri, Directrice du Pôle Digital de l’Agriculture, de la Forêt et Observatoire de la Sécheresse pour sa confiance et son engagement à créer des ponts entre nos écosystèmes 🇫🇷🤝🇲🇦.💧 Cet après-midi, moment de retrouvaille avec des amis marocains Faissal S. Mustapha CHEHHAR Mouhsine LAKHDISSI 🇲🇦🇵🇸محسن الخديسي à la conférence organisée par le Crédit Agricole du Maroc sur une intelligence artificielle au service d’une agriculture résiliente, ancrée dans ses territoires et économe en ressources. Merci Mohammed Mansouri  J’y ai défendu une IA conçue pour intégrer les réalités climatiques locales et soutenir une gestion durable et autonome des ressources en eau. Une vision partagée pour une résilience agricole fondée sur les territoires.Merci aux organisateurs pour ces espaces d’échange essentiels. Le numérique agricole ne se décrète pas : il se co-construit avec les acteurs des territoires.#SIAM2025 #5G4Agri #Agritech #AIforAg #Cooperation #AgriNumérique #Territoires #GroupeEtablières #LaFermeDigitale #OSFarm #CréditAgricoledumaroc #PôleDigital #MarocFrance 🌍🌾💡C/ Lucile Lefèvre Mehdi Siné Janick HUET Philippe de PONTHON Kermarrec Morgan Justine Lipuma Clément Soulier Jerome LE ROY Jean-François Vergnault Bruno Reversé Flora Djenadi",2025-04-24 20:37:08,57,5,2,IA
40,🟣Perrine SOULIER,https://www.linkedin.com/in/perrine-vincey-soulier?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAAghgMBmQ50gx2dtzfcGD00-mDeso1awAo,"Tu te dis “pas assez technique” ?“Pas assez digitale” ?Pas prête ? C’est faux ↓""J’aimerais bien me former à l’IA, mais…""→ ""Je suis nulle en tech""→ ""Je ne sais même pas comment fonctionne ChatGPT""→ ""Je suis DRH, pas ingénieure en IA !""◉ Si tu t’es déjà dit ça :tu es EXACTEMENT la personne que j’ai en têtequand je crée mes formations.La vérité ?Ce qui bloque, ce n’est pas l’IA.C’est ce sentiment d’illégitimité.👉 Pourtant, les RH ont un rôle clé à jouer.👉 Leur posture change dès qu’elles comprennentcomment l’IA fonctionne, concrètement, sans jargon.Ce que tu gagnes avec le Bootcamp IA & RH ?Pas un diplôme de data scientist.→ Mais un vrai pouvoir d’agir, dès lundi :✔ Les meilleurs prompts RH✔ Un cadre juridique clair (RGPD, IA Act…)✔ Des outils concrets pour ta 1ère réunion✔ Et surtout : une posture RH augmentée ◉Es-tu concernée ?✔ DRH débordée✔ Juriste RH curieuse✔ Employeur qui veut anticiper✔ Consultante RH qui refuse d’être dépassée→ Tu es exactement au bon endroit.Tu crois encore que l’IA n’est pas “pour toi” ?→ Commente “Je doute”→ Je t’enverrai un aperçu du programme→ Commente “Je veux y voir clair”→ Je t’enverrai mon assistant IA RH en accès libre◉ Prochaine session du Bootcamp IA & RH📍 Lyon | 20-21 mai 2025",2025-04-24 19:37:08,36,30,1,IA
41,Yvan Desfrançais,https://www.linkedin.com/in/yvan-desfrancais?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACGDQNcBxAQxjSkw_G_5mq0xE8FjJDPVjbM,"Smartphone + IA + 3 minutes = photo professionnelleComment je fais ? 👇Pendant des années je perdais un temps fou à bidouiller mes visus à la main.Même en étant graphiste, c'était trop d'énergie gaspillée.Il fallait (vraiment) que je trouve une solution pour simplifier ce processus.Alors j'ai décidé de souffler. Enfin. J’ai laissé l’IA faire ce qu’elle sait faire.Pendant que moi, je me concentre sur la DA.Je vais te partager l'outil, mais avant, petite balle perdue.""Mais ça ne vaudra jamais le travail d’un... X""On a compris (non sérieux, j’ai droit à ça sur tous mes posts).En attendant, des centaines de marques utilisent déjà cet outil pour :◦ Créer des visuels plus impactants◦ Réduire leurs coûts◦ Augmenter leurs conversionsEt le workflow est hyper simple (vraiment) :◦ Tu prends une photo brute de ton produit◦ Tu la détoures avec l’outil◦ Tu choisis un fond qui colle à ta marque◦ Tu génères une créa propre, testable directDepuis ?Je fais + de visuels en moins de temps, pour moins cher.En 2025, ignorer l’IA, c’est volontairement se mettre hors course.Alors voilà ce que je te propose. Je vais choisir 𝟐𝟎 𝐩𝐞𝐫𝐬𝐨𝐧𝐧𝐞𝐬 et créer leur photo produit 𝐆𝐑𝐀𝐓𝐔𝐈𝐓𝐄𝐌𝐄𝐍𝐓.Tu verras les résultats par toi même.Si ça te tente :→ Envoie-moi une demande de connexion (sinon je ne peux pas te MP)→ Commente ""photo""→ Je t'envoie ça en DMPour les autres, je mets le lien de l'outil en top commentaire.Merci à ceux qui partageront le post à leurs relations dans le e-commerce ou les métiers créatifs. 🤗On se retrouve dans les commentaires ! 🫡",2025-04-25 07:37:08,12,15,0,IA
42,Clément LOKOSSOU,https://www.linkedin.com/in/cl%C3%A9ment-lokossou-6076a9265?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEEQgicBKn9dd5_0rQ63UOvOihdtGhBwXbo,"Le numérique, une passion… mais aussi un atout pour la maintenance industrielle !Sur mon profil, vous verrez deux univers cohabiter :la maintenance industrielle, mon domaine de formation,et le digital, mon terrain de jeu et d’exploration.Beaucoup me demandent pourquoi je me suis intéressé à des domaines comme le marketing digital, le développement web ou la création de contenu visuel, alors que je poursuis une licence en maintenance industrielle.La réponse est simple :le monde change… et l’industrie aussi.Aujourd’hui, la transformation digitale touche tous les secteurs, y compris l’industrie.Les compétences numériques deviennent des leviers stratégiques pour les techniciens et ingénieurs.Les avantages ?Meilleure communication des interventions techniquesCréation de dashboards et plateformes de gestionAdaptabilité aux environnements industriels connectés (IoT, GMAO…)Vision plus globale et transversale des projetsLes limites ?Risque de dispersion si le fil conducteur est perduDoutes sur la spécialisationNécessité de prouver la cohérence du parcoursMais j’ai fait le choix d’embrasser cette diversité, de construire un profil hybride.Parce que demain, l’ingénieur de maintenance devra aussi être digital.Je suis tombé amoureux du numérique…alors que je me formais pour réparer des machines.On me disait :""Tu te disperses, Clément.""Mais je voyais plus grand. Pas pour quitter la maintenance, mais pour la transformer.L’industrie de demain ne se fera plus sans données, sans IA, sans interfaces intelligentes.Et ceux qui comprendront cette fusion auront une longueur d’avance.Ce que vous voyez sur mon profil, ce n’est pas un CV confus.C’est une vision. Une connexion entre terrain et digital.C’est moi, Clément LOKOSSOU,Et je crois qu’en alliant passion et apprentissage,on ne devient pas juste compétent…on devient unique.---hashtag#MaintenanceIndustrielle hashtag#TransformationDigitale hashtag#Industrie40 hashtag#ProfilHybride hashtag#IoT hashtag#Digitalisation hashtag#TechEtIndustrie hashtag#ApprentissageContinu hashtag#InnovationIndustrielle hashtag#ClémentLokossou",2025-04-24 23:37:08,3,4,0,IA
